Domaine;Domein;Année;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
PE délivrés;MV afgeleverd;2024;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;2;0;2
PE délivrés;MV afgeleverd;2024;117;Poisson, magasins, conserves;Vis, viswinkel;2;1;1
PE délivrés;MV afgeleverd;2023;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;5;0;5
PE délivrés;MV afgeleverd;2023;122;Fruits, légumes, grossistes;Groenten, fruit, groothandels;5;2;3
PE délivrés;MV afgeleverd;2023;55;Electricité, pompes;Elektriciteit, pompen;4;0;4
PE délivrés;MV afgeleverd;2023;82;Imprimerie;Drukkerijen;2;0;2
PE délivrés;MV afgeleverd;2022;88;Combustibles, essence;Brandstoffen, benzine;26;1;25
PE délivrés;MV afgeleverd;2022;83;Imprimerie;Drukkerijen;2;0;2
PE délivrés;MV afgeleverd;2021;68;Garages, parkings;Garages, parkings;29;0;29
PE délivrés;MV afgeleverd;2021;45;Déchets dangereux;Gevaarlijke afvalstoffen;13;1;12
PE délivrés;MV afgeleverd;2021;133;Ruchers;Bijenkorven;3;1;2
PE délivrés;MV afgeleverd;2021;46;Déchets dangereux;Gevaarlijke afvalstoffen;1;0;1
PE délivrés;MV afgeleverd;2021;28;Chantiers (construction);Werven (bouw);0;0;0
PE délivrés;MV afgeleverd;2021;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;0;0;0
PE délivrés;MV afgeleverd;2021;125;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;0;0;0
PE délivrés;MV afgeleverd;2021;225;Bouteilles, bonbonnes, réservoirs;Gassen (vaste recipiënten);0;0;0
PE délivrés;MV afgeleverd;2020;119;Traiteurs;Traiteurs;3;1;2
PE délivrés;MV afgeleverd;2020;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);2;0;2
PE délivrés;MV afgeleverd;2020;45;Déchets dangereux;Gevaarlijke afvalstoffen;1;0;1
PE délivrés;MV afgeleverd;2020;99;Dégraissage, fontaine;Ontvettingsfontein;1;0;1
PE délivrés;MV afgeleverd;2019;22;Boues, terres excavées;Slib, uitgegraven grond;0;0;0
PE délivrés;MV afgeleverd;2019;51;Déchets;Afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2019;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;0;0;0
PE délivrés;MV afgeleverd;2018;98;Métaux (traitement thermique);Metalen (thermische bewerking);1;0;1
PE délivrés;MV afgeleverd;2018;45;Déchets dangereux liquides;Gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2018;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;0;0;0
PE délivrés;MV afgeleverd;2018;86;Laiteries;Melkerijen;0;0;0
PE délivrés;MV afgeleverd;2017;125;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;2;1;1
PE délivrés;MV afgeleverd;2017;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2017;76;Gélatine;Gelatine;0;0;0
PE délivrés;MV afgeleverd;2017;123;Marbre, pierre bleue;Marmer, blauwe steen;0;0;0
PE délivrés;MV afgeleverd;2016;148;Transformateurs statiques;Statische transformatoren;104;31;73
PE délivrés;MV afgeleverd;2016;101;Métaux (travail des);Metalen (bewerking);9;2;7
PE délivrés;MV afgeleverd;2016;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2016;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;0;0;0
PE délivrés;MV afgeleverd;2016;214;Déchets  dangereux (dépôts);Gevaarlijke afvalstoffen (opslagplaatsen);0;0;0
PE délivrés;MV afgeleverd;2015;152;Véhicules (Stationnement);Voertuigen (parkeren);40;9;31
PE délivrés;MV afgeleverd;2015;67;Morgues;Funeraria;0;0;0
PE délivrés;MV afgeleverd;2015;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;0;0;0
PE délivrés;MV afgeleverd;2014;152;Véhicules (Stationnement);Voertuigen (parkeren);50;12;38
PE délivrés;MV afgeleverd;2014;127;Produits  d'origine animale;Producten van dierlijke oorsprong;5;5;0
PE délivrés;MV afgeleverd;2014;69;Gaz (butane-propane);Gas (butaan-propaan);3;0;3
PE délivrés;MV afgeleverd;2014;145;Textile (traitement chimique);Textiel (chemische bewerking);2;0;2
PE délivrés;MV afgeleverd;2024;162;GSM;GSM;185;0;185
PE délivrés;MV afgeleverd;2024;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;60;5;55
PE délivrés;MV afgeleverd;2024;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);15;0;15
PE délivrés;MV afgeleverd;2024;88;Liquides inflammables;Ontvlambare vloeistoffen;6;0;6
PE délivrés;MV afgeleverd;2024;112;Produits phytopharmaceutiques (dépôt);Bestrijdingsmid-delen (opslagplaatsen);3;0;3
PE délivrés;MV afgeleverd;2023;162;GSM;GSM;129;0;129
PE délivrés;MV afgeleverd;2023;94;Plastic;Plastiek;6;4;2
PE délivrés;MV afgeleverd;2023;45;Déchets dangereux;Gevaarlijke afvalstoffen;5;0;5
PE délivrés;MV afgeleverd;2023;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);3;0;3
PE délivrés;MV afgeleverd;2023;62;Pompage d’essai, puits;Pompproef, proefpomping, put;2;0;2
PE délivrés;MV afgeleverd;2023;73;Digesteur, réacteur, fermentation;Vergister, bioreactor, fermentatie;1;0;1
PE délivrés;MV afgeleverd;2023;100;Métaux (dépôts de);Metalen (opslaplaatsen voor);1;0;1
PE délivrés;MV afgeleverd;2023;106;Os, déchets d'origine animale (dépôts);Beenderen, afvalstoffen van dierlijke oorsprong  (opslagplaatsen);1;0;1
PE délivrés;MV afgeleverd;2022;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;5;0;5
PE délivrés;MV afgeleverd;2022;48;Déchets non dangereux (traitement mécanique);Niet gevaarlijke afvalstoffen (mechanische verwerking);3;0;3
PE délivrés;MV afgeleverd;2022;70;Gaz;Gas;3;0;3
PE délivrés;MV afgeleverd;2022;17;Bitume (dépôts);Bitumen (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2022;41;Composter;Composteren;1;0;1
PE délivrés;MV afgeleverd;2022;98;Métaux (traitement thermique);Metalen (thermische bewerking);0;0;0
PE délivrés;MV afgeleverd;2021;88;Combustibles, essence;Brandstoffen, benzine;27;4;23
PE délivrés;MV afgeleverd;2021;88;Combustibles, diesel, mazout,;Brandstoffen, mazout, diesel;22;6;16
PE délivrés;MV afgeleverd;2021;18;Menuiseries, scieries, charpenteries;Schrijnwerkerij, zagerij, timmerwerk;9;2;7
PE délivrés;MV afgeleverd;2021;88;Liquides inflammables;Ontvlambare vloeistoffen;9;2;7
PE délivrés;MV afgeleverd;2021;224;Garages;Garages;5;0;5
PE délivrés;MV afgeleverd;2021;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;0;0;0
PE délivrés;MV afgeleverd;2020;64;Fours;Ovens;15;3;12
PE délivrés;MV afgeleverd;2020;132;Tours de refroidissement;Koeltorens;14;0;14
PE délivrés;MV afgeleverd;2020;179;Bassins d’orage d’eaux pluviales;Stormbekkens;9;3;6
PE délivrés;MV afgeleverd;2020;88;Liquides inflammables;Ontvlambare vloeistoffen;6;0;6
PE délivrés;MV afgeleverd;2020;22;Boues (dépôts);Slib (opslag);2;0;2
PE délivrés;MV afgeleverd;2020;120;Produits minéraux;Minerale producten;2;1;1
PE délivrés;MV afgeleverd;2020;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;2;2;0
PE délivrés;MV afgeleverd;2020;16;Béton, fabrication, sol;Productie, vloer;1;0;1
PE délivrés;MV afgeleverd;2020;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;1;1;0
PE délivrés;MV afgeleverd;2020;28;Chantiers (construction);Werven (bouw);0;0;0
PE délivrés;MV afgeleverd;2020;59;Feu d'artifices, airbags;Vuurwerken, airbags;0;0;0
PE délivrés;MV afgeleverd;2020;146;Tirs;Schietstanden;0;0;0
PE délivrés;MV afgeleverd;2019;135;Spectacles;Schouwspelen;19;14;5
PE délivrés;MV afgeleverd;2019;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;9;0;9
PE délivrés;MV afgeleverd;2019;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;6;5;1
PE délivrés;MV afgeleverd;2019;62;Permanent, puits;Permanente, waterput;2;0;2
PE délivrés;MV afgeleverd;2019;17;Bitume (dépôts);Bitumen (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2019;24;Brasseries;Bierbrouwerijen;1;0;1
PE délivrés;MV afgeleverd;2019;46;Déchets dangereux  (traitement);Gevaarlijke afvalstoffen (opslag);1;0;1
PE délivrés;MV afgeleverd;2019;49;Déchets non dangereux;Niet gevaarlijke afvalstoffen;1;0;1
PE délivrés;MV afgeleverd;2018;153;Ventilation;Ventilatie;63;9;54
PE délivrés;MV afgeleverd;2018;12;Automobiles (lavage);Auto's (wassen);18;2;16
PE délivrés;MV afgeleverd;2018;48;Déchets non dangereux (traitement mécanique);Niet gevaarlijke afvalstoffen (mechanische verwerking);16;1;15
PE délivrés;MV afgeleverd;2018;100;Métaux (dépôts de);Metalen (opslaplaatsen voor);12;1;11
PE délivrés;MV afgeleverd;2018;101;Métaux (travail des);Metalen (bewerking);12;2;10
PE délivrés;MV afgeleverd;2018;79;Hôpitaux, höpital, homes, maisons de retraite;Hospitaal, hospitalen, home, rusthuis, rust- en verzorgingstehuis;3;0;3
PE délivrés;MV afgeleverd;2018;70;Gaz;Gas;2;0;2
PE délivrés;MV afgeleverd;2018;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
PE délivrés;MV afgeleverd;2018;62;Pompage d’essai, puits;Pompproef, proefpomping, put;0;0;0
PE délivrés;MV afgeleverd;2018;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;0;0;0
PE délivrés;MV afgeleverd;2017;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);7;0;7
PE délivrés;MV afgeleverd;2017;83;Imprimerie;Drukkerijen;3;0;3
PE délivrés;MV afgeleverd;2017;68;Garages, parkings;Garages, parkings;2;1;1
PE délivrés;MV afgeleverd;2017;97;Métaux (traitement chimique);Metalen (chemische bewerking);1;0;1
PE délivrés;MV afgeleverd;2017;86;Laiteries;Melkerijen;0;0;0
PE délivrés;MV afgeleverd;2016;53;Dépôts (général);Opslagplaatsen (algemeen);15;2;13
PE délivrés;MV afgeleverd;2016;59;Explosifs, airbags;Explosieven, airbags;5;0;5
PE délivrés;MV afgeleverd;2016;91;Marbre;Marmer;1;0;1
PE délivrés;MV afgeleverd;2016;150;Véhicules neufs (dépôts);Nieuwe voertuigen (opslagplaat-sen);1;0;1
PE délivrés;MV afgeleverd;2016;45;DEEE;AEEA;0;0;0
PE délivrés;MV afgeleverd;2016;62;Pompage d’essai, puits;Pompproef, proefpomping, put;0;0;0
PE délivrés;MV afgeleverd;2016;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;0;0;0
PE délivrés;MV afgeleverd;2016;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;0;0;0
PE délivrés;MV afgeleverd;2016;155;Vernis, laques, peintures, colles, pigments et émaux, émaille;Vernis, lak, verf, lijmen, pigmenten en emaille;0;0;0
PE délivrés;MV afgeleverd;2015;162;Antennes;Antennes;191;0;191
PE délivrés;MV afgeleverd;2024;148;Transformateurs statiques;Statische transformatoren;10;0;10
PE délivrés;MV afgeleverd;2024;99;Dégraissage, fontaine;Ontvettingsfontein;2;1;1
PE délivrés;MV afgeleverd;2023;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, thermoblocs, aerothermes, cogen, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;134;41;93
PE délivrés;MV afgeleverd;2023;45;Liquides, huiles usagées;Vloeistoffen, afvalolie;8;2;6
PE délivrés;MV afgeleverd;2022;67;Morgues;Funeraria;3;0;3
PE délivrés;MV afgeleverd;2022;146;Tirs;Schietstanden;2;0;2
PE délivrés;MV afgeleverd;2021;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;75;6;69
PE délivrés;MV afgeleverd;2021;173;Produits dangereux;Gevaarlijke producten;1;0;1
PE délivrés;MV afgeleverd;2021;45;Déchets dangereux liquides (dépôt);Gevaarlijke afvalstoffen (opslag);0;0;0
PE délivrés;MV afgeleverd;2020;47;Déchets non dangereux (dépôt);Niet gevaarlijke afvalstoffen (opslagplaats);4;0;4
PE délivrés;MV afgeleverd;2020;79;Hôpitaux, höpital, homes, maisons de retraite;Hospitaal, hospitalen, home, rusthuis, rust- en verzorgingstehuis;1;0;1
PE délivrés;MV afgeleverd;2020;97;Métaux (traitement chimique);Metalen (chemische bewerking);0;0;0
PE délivrés;MV afgeleverd;2018;151;Stationnement (véhicules);Parkeren (voertuigen);0;0;0
PE délivrés;MV afgeleverd;2017;152;Véhicules (Stationnement);Voertuigen (parkeren);57;20;37
PE délivrés;MV afgeleverd;2017;64;Fours;Ovens;14;1;13
PE délivrés;MV afgeleverd;2017;137;Sucre, chocolat, praline, bonbons;Suiker, pralines, chocolade, snoep;2;2;0
PE délivrés;MV afgeleverd;2016;22;Boues, terres excavées;Slib, uitgegraven grond;0;0;0
PE délivrés;MV afgeleverd;2016;22;Boues, terres excavées (traitement);Slib, uitgegraven grond (verwerking);0;0;0
PE délivrés;MV afgeleverd;2017;46;Traitement déchets dangereux;Gevaarlijke  afvalstoffen (behandeling);0;0;0
PE délivrés;MV afgeleverd;2017;120;Produits minéraux;Minerale producten;0;0;0
PE délivrés;MV afgeleverd;2017;135;Spectacles, Salle polyvalente;Schouwspelen, polyvalente zaal;0;0;0
PE délivrés;MV afgeleverd;2016;53;Dépôts général;Algemene opslagplaats;0;0;0
PE délivrés;MV afgeleverd;2016;59;Feu d'artifices, airbags;Vuurwerken, airbags;0;0;0
PE délivrés;MV afgeleverd;2016;82;Industrie graphique, sérigraphie, photocopieuses;Grafische industrie, zeefdruk, fotokopieermachine;0;0;0
PE délivrés;MV afgeleverd;2016;88;Liquides inflammables;Ontvlambare vloeistoffen;0;0;0
PE délivrés;MV afgeleverd;2016;96;Matières végétales ou animales;Plantaardige of dierlijke stoffen;0;0;0
PE délivrés;MV afgeleverd;2016;140;Tabac (fabrication);Tabak (productie);0;0;0
PE délivrés;MV afgeleverd;2014;44;Déchets (Centres de tri);Afvalstoffen (Sorteercentra);3;0;3
PE délivrés;MV afgeleverd;2014;55;Electricité, moulin à vent;Windmolens, windturbine, elektriciteit;0;0;0
PE délivrés;MV afgeleverd;2014;151;Stationnement (véhicules);Parkeren (voertuigen);0;0;0
PE délivrés;MV afgeleverd;2018;135;Spectacles;Schouwspelen;34;18;16
PE délivrés;MV afgeleverd;2018;72;Gaz (réservoirs fixes);Gas (vaste recipiënten);29;1;28
PE délivrés;MV afgeleverd;2018;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;4;2;2
PE délivrés;MV afgeleverd;2018;44;Déchets (Centres de tri);Afvalstoffen (Sorteercentra);4;0;4
PE délivrés;MV afgeleverd;2016;68;Garages, parkings;Garages, parkings;1;1;0
PE délivrés;MV afgeleverd;2016;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;0;0;0
PE délivrés;MV afgeleverd;2015;55;Electricité, pompes;Elektriciteit, pompen;1;1;0
PE délivrés;MV afgeleverd;2015;63;Forges;Smederijen;1;0;1
PE délivrés;MV afgeleverd;2015;28;Polystyrène;Polystyreen;0;0;0
PE délivrés;MV afgeleverd;2015;62;Permanent, puits;Permanente, waterput;0;0;0
PE délivrés;MV afgeleverd;2014;3;Accumulateurs électriques;Elektrische accumulatoren;41;5;36
PE délivrés;MV afgeleverd;2014;124;Produits minéraux (dépôts fermés);Minerale producten (overdekte opslagplaatsen);6;0;6
PE délivrés;MV afgeleverd;2014;137;Sucre, chocolat, praline, bonbons;Suiker, pralines, chocolade, snoep;2;0;2
PE délivrés;MV afgeleverd;2014;155;Vernis, laques, peintures, colles, pigments et émaux, émaille;Vernis, lak, verf, lijmen, pigmenten en emaille;0;0;0
PE délivrés;MV afgeleverd;2024;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, thermoblocs, aerothermes, cogen, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;106;24;82
PE délivrés;MV afgeleverd;2024;28;Chantiers;Werven;52;52;0
PE délivrés;MV afgeleverd;2024;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;7;2;5
PE délivrés;MV afgeleverd;2024;94;Matières synthétiques (dépôts);Kunststof (opslagplaatsen);1;0;1
PE délivrés;MV afgeleverd;2023;148;Cabine haute tension, cabine électrique;Hoogspanningscabines;97;17;80
PE délivrés;MV afgeleverd;2023;135;Musique;Muziek;10;8;2
PE délivrés;MV afgeleverd;2023;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;5;0;5
PE délivrés;MV afgeleverd;2023;99;Dégraissage, fontaine;Ontvettingsfontein;3;0;3
PE délivrés;MV afgeleverd;2022;132;Réfrigération (installation de);Koeling (inrichtingen);6;0;6
PE délivrés;MV afgeleverd;2022;12;Automobiles (lavage);Auto's (wassen);3;0;3
PE délivrés;MV afgeleverd;2022;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;3;0;3
PE délivrés;MV afgeleverd;2022;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;2;0;2
PE délivrés;MV afgeleverd;2022;100;Métaux (dépôts de);Metalen (opslaplaatsen voor);2;0;2
PE délivrés;MV afgeleverd;2022;51;Déchets;Afvalstoffen;1;0;1
PE délivrés;MV afgeleverd;2022;55;Electricité;Elektriciteit;1;0;1
PE délivrés;MV afgeleverd;2022;76;Gélatine;Gelatine;1;0;1
PE délivrés;MV afgeleverd;2022;119;Traiteurs;Traiteurs;0;0;0
PE délivrés;MV afgeleverd;2022;149;Vapeur (appareils à vapeur);Stoom (stoom-toestellen);0;0;0
PE délivrés;MV afgeleverd;2021;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;27;6;21
PE délivrés;MV afgeleverd;2021;55;Electricité, pompes;Elektriciteit, pompen;9;0;9
PE délivrés;MV afgeleverd;2021;71;Gaz (traitement physique);Gas (fysische verwerking);4;0;4
PE délivrés;MV afgeleverd;2021;21;Soda, alcool, bières, vins, jus;Dranken, bierbrouwerijen, frisdranken, alcohol, bieren, wijnen;2;2;0
PE délivrés;MV afgeleverd;2024;3;Accumulateurs électriques, UPS, serveurs, piles;Elektrische accumulatoren, UPS, servers;39;0;39
PE délivrés;MV afgeleverd;2024;72;Réservoirs;Gas (vaste recipiënten);15;1;14
PE délivrés;MV afgeleverd;2024;45;Déchets dangereux liquides;Gevaarlijke afvalstoffen;8;2;6
PE délivrés;MV afgeleverd;2024;153;Ventilation;Ventilatie;5;0;5
PE délivrés;MV afgeleverd;2024;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);2;0;2
PE délivrés;MV afgeleverd;2024;149;Vapeur (appareils à vapeur);Stoom (stoom-toestellen);2;0;2
PE délivrés;MV afgeleverd;2024;19;Bois;Hout;1;0;1
PE délivrés;MV afgeleverd;2023;68;Garages, parkings;Garages, parkings;25;0;25
PE délivrés;MV afgeleverd;2023;53;Dépôts général;Algemene opslagplaats;13;4;9
PE délivrés;MV afgeleverd;2023;224;Garages;Garages;3;0;3
PE délivrés;MV afgeleverd;2023;78;Fabrique, Savon;Zeepfabrieken;1;1;0
PE délivrés;MV afgeleverd;2023;162;Antennes;Antennes;1;0;1
PE délivrés;MV afgeleverd;2022;88;Combustibles, diesel, mazout,;Brandstoffen, mazout, diesel;18;1;17
PE délivrés;MV afgeleverd;2022;18;Menuiseries, scieries, charpenteries;Schrijnwerkerij, zagerij, timmerwerk;10;1;9
PE délivrés;MV afgeleverd;2022;3;Accumulateurs électriques;Elektrische accumulatoren;6;0;6
PE délivrés;MV afgeleverd;2022;49;Déchets non dangereux;Niet gevaarlijke afvalstoffen;1;0;1
PE délivrés;MV afgeleverd;2022;137;Sucre, chocolat, praline, bonbons;Suiker, pralines, chocolade, snoep;1;1;0
PE délivrés;MV afgeleverd;2021;40;Combustion (installations de);Verbranding (inrichtingen);35;1;34
